prmtrID	geneSymbol	baseMean	log2FC	pvalue	fdr	KD.tpm.ave	NC.tpm.ave	perturb_id	KD.geneSymbol	ZScore
chr19_35746660_35746959_+	p002@AC002398.9	6.454	0.843547207011895	0.154777624523748	0.586414178685411	1.001	0.551	ASO_G0272888_AD_07	AC013394.2	1.124
chr19_48325223_48325466_+	p003@EMP3	931.472	-0.29362387203743	0.154680416539258	0.586414178685411	73.313	87.667	ASO_G0272888_AD_07	AC013394.2	-1.137
chr19_48619553_48619747_+	p004@SPHK2	70.3	0.280856377790465	0.154686226896633	0.586414178685411	7.945	6.349	ASO_G0272888_AD_07	AC013394.2	1.173
chr1_246566080_246566245_-	p003@TFB2M	200.909	0.204323760587603	0.154751815787178	0.586414178685411	21.611	18.243	ASO_G0272888_AD_07	AC013394.2	0.945
chr1_62436900_62437199_+	p005@USP1	369.469	-0.197540197128099	0.154784238199326	0.586414178685411	30.891	34.627	ASO_G0272888_AD_07	AC013394.2	-0.486
chr2_219627519_219627779_+	p003@SLC4A3	58.311	-0.517103851185496	0.154819848972551	0.586414178685411	3.928	5.588	ASO_G0272888_AD_07	AC013394.2	-1.792
chr5_179820755_179821054_+	p012@SQSTM1	8076.617	0.187761377422033	0.154772213606151	0.586414178685411	858.132	734.08	ASO_G0272888_AD_07	AC013394.2	0.029
chr6_34263548_34263847_-	p001@RPL35P2	20.098	-0.902089228837676	0.154713486648641	0.586414178685411	1.079	1.975	ASO_G0272888_AD_07	AC013394.2	-1.585
chr20_33811200_33811499_+	p002@CHMP4B	1747.789	-0.758550919857209	0.154889015929138	0.586508001584097	102.486	168.376	ASO_G0272888_AD_07	AC013394.2	-2.591
chr4_143559307_143559606_+	p002@GUSBP5	41.605	-0.379566422795829	0.15489317034656	0.586508001584097	3.007	3.964	ASO_G0272888_AD_07	AC013394.2	-0.894
chr5_42950913_42951084_+	p002@ZNF131	106.218	0.258128854447821	0.154920911419017	0.58653210958185	11.713	9.598	ASO_G0272888_AD_07	AC013394.2	0.879
chr16_31472108_31472304_+	p003@TGFB1I1	1811.144	0.264796372898571	0.155024488917485	0.58684328878255	201.696	163.265	ASO_G0272888_AD_07	AC013394.2	1.675
chr12_30795950_30795984_+	p005@LINC00941	8.002	0.593038906058601	0.155104357972355	0.586992507776839	1.137	0.691	ASO_G0272888_AD_07	AC013394.2	-0.549
chr1_50968896_50969132_+	p007@CDKN2C	67.314	-0.36362046212127	0.155106689766767	0.586992507776839	5.028	6.367	ASO_G0272888_AD_07	AC013394.2	-0.971
chr15_55319090_55319371_+	p003@PIGB	100.245	0.218113628705163	0.155140926479526	0.587041114661427	10.884	9.086	ASO_G0272888_AD_07	AC013394.2	1.51
chr10_130110318_130110617_-	p003@LINC00959	19.754	-0.438342367776391	0.155166310657525	0.587056215462999	1.448	1.877	ASO_G0272888_AD_07	AC013394.2	-1.092
chr12_57782637_57782936_+	p002@TSFM	531.491	0.137021381206648	0.155361417511715	0.587093585850282	54.85	48.48	ASO_G0272888_AD_07	AC013394.2	0.965
chr14_60724169_60724335_-	p002@SIX4	286.527	-0.18021154398955	0.155388252637593	0.587093585850282	24.262	26.777	ASO_G0272888_AD_07	AC013394.2	-1.144
chr15_43370893_43371192_-	p001@ZSCAN29	82.729	-0.581202301357463	0.155371338981251	0.587093585850282	5.386	7.957	ASO_G0272888_AD_07	AC013394.2	-2.509
chr15_66504700_66504999_-	p004@RPL4	6657.345	0.255740865247013	0.155237344293846	0.587093585850282	737.025	601.908	ASO_G0272888_AD_07	AC013394.2	1.077
chr15_92892961_92893260_+	p012@AC013394.2	0.829	-2.47516151091812	0.155226442537405	0.587093585850282	0	0.087	ASO_G0272888_AD_07	AC013394.2	-1.12
chr16_72008600_72008899_+	p001@DHODH	86.883	0.264021258590945	0.155409452060269	0.587093585850282	9.616	7.841	ASO_G0272888_AD_07	AC013394.2	1.283
chr19_38402996_38403295_+	p001@FAM98C	88.28	-0.342038597980002	0.155411530469606	0.587093585850282	6.674	8.381	ASO_G0272888_AD_07	AC013394.2	-1.926
chr19_982778_983077_+	p002@WDR18	14.262	0.495231118508622	0.155337937259426	0.587093585850282	1.847	1.258	ASO_G0272888_AD_07	AC013394.2	0.375
chr2_200889223_200889398_+	p001@NIF3L1	118.485	0.208011635561721	0.155399216118818	0.587093585850282	12.698	10.742	ASO_G0272888_AD_07	AC013394.2	1.05
chr6_63211319_63211618_+	p001@FKBP1C	210.171	0.403858359358832	0.155402231379819	0.587093585850282	25.486	18.734	ASO_G0272888_AD_07	AC013394.2	0.908
chr8_22565216_22565431_+	p018@SORBS3	73.157	-0.412728352479916	0.155323603349522	0.587093585850282	5.24	6.936	ASO_G0272888_AD_07	AC013394.2	-2.011
chr13_30465024_30465203_-	p009@HMGB1	11.753	-0.65714545082257	0.155439767817763	0.587095616086894	0.768	1.13	ASO_G0272888_AD_07	AC013394.2	-1.765
chr7_35695226_35695385_+	p004@RP11-379H18.1	70.381	0.257590653466296	0.155454857566684	0.587095616086894	7.888	6.345	ASO_G0272888_AD_07	AC013394.2	0.767
chr17_74872824_74873123_-	p002@FDXR	522.027	0.269918776295464	0.155526706051175	0.587166031428577	58.274	46.955	ASO_G0272888_AD_07	AC013394.2	0.022
chr17_968878_969177_-	p002@CATG00000032728.1	7.434	0.729108085473214	0.155559092179066	0.587166031428577	1.108	0.641	ASO_G0272888_AD_07	AC013394.2	0.694
chr8_28494123_28494397_+	p003@FZD3	17.616	-0.534173882331975	0.155537980675588	0.587166031428577	1.186	1.683	ASO_G0272888_AD_07	AC013394.2	-1.376
chr9_88387793_88388082_+	p003@SPIN1	13.347	0.47308041241293	0.155523433320401	0.587166031428577	1.657	1.182	ASO_G0272888_AD_07	AC013394.2	1.062
chr1_200374527_200374826_-	p006@LINC00862	9.763	0.609616097420815	0.155601882886136	0.587246770496282	1.376	0.847	ASO_G0272888_AD_07	AC013394.2	0.783
chr5_133968475_133968692_-	p002@C5orf15	1654.117	0.251988510867496	0.15562770584528	0.587263459309727	182.759	149.042	ASO_G0272888_AD_07	AC013394.2	1.613
chr3_30606412_30606581_+	p001@TGFBR2	74.587	-0.413704786570074	0.155652139001709	0.587274899813818	5.377	7.096	ASO_G0272888_AD_07	AC013394.2	-1.974
chr14_100375197_100375411_-	p005@WARS	28.934	-0.498112481466669	0.155689657750474	0.58733570227258	1.997	2.768	ASO_G0272888_AD_07	AC013394.2	-0.807
chr14_67359824_67359992_-	p004@ATP6V1D	273.177	-0.220602452585611	0.155718221166804	0.587348734208839	22.568	25.553	ASO_G0272888_AD_07	AC013394.2	-0.749
chr17_82273281_82273565_-	p003@CSNK1D	614.581	0.255399903306904	0.155735920341952	0.587348734208839	68.082	55.615	ASO_G0272888_AD_07	AC013394.2	1.616
chr3_52705439_52705663_-	p005@GLT8D1	200.331	-0.189480507736108	0.155791511921437	0.58746752555328	17.053	18.743	ASO_G0272888_AD_07	AC013394.2	-0.722
chr6_108295020_108295215_+	p004@LACE1	66.019	0.225956917655591	0.155819567778633	0.58746752555328	7.265	5.981	ASO_G0272888_AD_07	AC013394.2	1.046
chrX_16870107_16870294_-	p003@RBBP7	624.556	-0.189565576030431	0.155831643107114	0.58746752555328	52.427	58.329	ASO_G0272888_AD_07	AC013394.2	-0.979
chr15_40952842_40953141_+	p005@CHAC1	10.586	-0.689514686893934	0.156039124153173	0.587532916934792	0.612	1.025	ASO_G0272888_AD_07	AC013394.2	-1.198
chr15_45634629_45634924_+	p004@SQRDL	11.846	0.477338046119649	0.156084507286711	0.587532916934792	1.496	1.05	ASO_G0272888_AD_07	AC013394.2	0.783
chr20_17614687_17614986_-	p032@RRBP1	13.386	-0.816901704935552	0.155993640659842	0.587532916934792	0.753	1.298	ASO_G0272888_AD_07	AC013394.2	-0.693
chr20_19757783_19758082_-	p003@AL121761.2	8.435	0.627042430190356	0.156014671366864	0.587532916934792	1.181	0.73	ASO_G0272888_AD_07	AC013394.2	0.688
chr20_53828887_53829060_+	p003@CATG00000053688.1	9.969	0.593599173303534	0.155938287295597	0.587532916934792	1.317	0.875	ASO_G0272888_AD_07	AC013394.2	0.089
chr2_159798226_159798391_-	p001@CD302	91.865	-0.261321773552271	0.156046636191697	0.587532916934792	7.376	8.623	ASO_G0272888_AD_07	AC013394.2	-0.94
chr2_191677986_191678147_+	p005@NABP1	1542.412	0.124087979025698	0.156069101789481	0.587532916934792	157.732	140.962	ASO_G0272888_AD_07	AC013394.2	0.172
chr3_123800129_123800374_-	p008@MYLK	85.009	-0.304668209786446	0.156006142554934	0.587532916934792	6.73	8.013	ASO_G0272888_AD_07	AC013394.2	-0.099
chr7_129188496_129188782_+	p003@SMO	41.915	-0.381148294438118	0.156056633367594	0.587532916934792	3.08	3.981	ASO_G0272888_AD_07	AC013394.2	-1.043
chrX_110087723_110088022_+	p015@TMEM164	34.119	0.316814223506884	0.15606106224857	0.587532916934792	3.971	3.053	ASO_G0272888_AD_07	AC013394.2	0.445
chrX_47561110_47561355_+	p003@ARAF	761.836	0.257589473904511	0.15600461220645	0.587532916934792	84.44	68.943	ASO_G0272888_AD_07	AC013394.2	2.06
chr14_35046320_35046391_+	p005@FAM177A1	156.701	-0.259735554717967	0.156108795506188	0.587543746740543	12.529	14.709	ASO_G0272888_AD_07	AC013394.2	-1.539
chr2_219160405_219160680_-	p002@NHEJ1	14.67	0.443788943331068	0.156159535702956	0.587654116734067	1.817	1.304	ASO_G0272888_AD_07	AC013394.2	1.174
chr11_111977196_111977495_+	p005@DIXDC1	83.225	-0.454495057330189	0.156346333161265	0.587914909433784	5.832	7.953	ASO_G0272888_AD_07	AC013394.2	-1.624
chr12_752429_752728_+	p003@WNK1	447.083	0.16853283837208	0.156363673792527	0.587914909433784	47.087	40.744	ASO_G0272888_AD_07	AC013394.2	1.032
chr15_39587320_39587619_+	p007@THBS1	40.374	-0.867733109523877	0.156286113546239	0.587914909433784	2.196	3.936	ASO_G0272888_AD_07	AC013394.2	-0.852
chr1_110390876_110391175_-	p002@SLC16A4	107.086	0.247190761559891	0.15635860271559	0.587914909433784	11.868	9.68	ASO_G0272888_AD_07	AC013394.2	0.073
chr3_182793354_182793653_+	p002@ATP11B	764.462	-0.421654683913025	0.156371014727611	0.587914909433784	55.545	72.472	ASO_G0272888_AD_07	AC013394.2	-1.648
chr9_693532_693831_+	p031@KANK1	79.97	0.289521209069719	0.156378809954345	0.587914909433784	9.122	7.187	ASO_G0272888_AD_07	AC013394.2	0.862
chrX_123184410_123184622_+	p004@GRIA3	21.957	0.368374425521667	0.156367132214216	0.587914909433784	2.604	1.964	ASO_G0272888_AD_07	AC013394.2	1.194
chr12_116910830_116911129_+	p001@FBXW8	381.573	-0.287974127899218	0.156544741059929	0.588458114989797	30.083	35.921	ASO_G0272888_AD_07	AC013394.2	-0.79
chr16_88706238_88706537_-	p005@RNF166	170.648	-0.422048526788998	0.156630017644292	0.588595584511354	12.312	16.23	ASO_G0272888_AD_07	AC013394.2	-1.778
chr1_203475688_203475987_+	p001@PRELP	105.345	-0.358759256258496	0.156645659913502	0.588595584511354	8.047	9.97	ASO_G0272888_AD_07	AC013394.2	-0.935
chr2_175181559_175181858_-	p001@ATP5G3	4516.052	0.194868144295534	0.156634486971527	0.588595584511354	481.899	410.218	ASO_G0272888_AD_07	AC013394.2	1.205
chr11_18394413_18394579_+	p002@LDHA	14110.848	0.193012461553277	0.156684053923447	0.588659244758119	1504.038	1281.192	ASO_G0272888_AD_07	AC013394.2	1.019
chr3_49412034_49412243_-	p002@RHOA	378.249	-0.212904659457509	0.156728850331365	0.588746937979873	31.345	35.393	ASO_G0272888_AD_07	AC013394.2	-0.887
chr21_46120367_46120666_+	p009@COL6A2	26.042	-0.825778980454827	0.156770959128175	0.588824512652101	1.438	2.537	ASO_G0272888_AD_07	AC013394.2	-0.92
chr13_52653013_52653312_+	p004@SUGT1	35.991	0.351193734668066	0.156900210645165	0.589148697360971	4.213	3.217	ASO_G0272888_AD_07	AC013394.2	1.238
chr2_112275987_112276286_-	p001@CATG00000049660.1	13.567	-0.550255894313026	0.156890488770002	0.589148697360971	0.879	1.301	ASO_G0272888_AD_07	AC013394.2	-1.167
chr6_31958812_31959111_-	p001@NELFE	1087.57	-0.154540531381564	0.156972234265341	0.589257876945995	93.493	101.366	ASO_G0272888_AD_07	AC013394.2	-1.023
chr8_96233037_96233336_-	p003@UQCRB	11.313	-0.82965422959715	0.156951261133096	0.589257876945995	0.617	1.102	ASO_G0272888_AD_07	AC013394.2	-1.574
chr22_35648478_35648658_+	p004@APOL6	47.044	-0.367198102094067	0.157050596597503	0.589390785179444	3.513	4.445	ASO_G0272888_AD_07	AC013394.2	-1.166
chr8_23070180_23070479_-	p001@TNFRSF10B	9.986	0.570089951852444	0.157039800854691	0.589390785179444	1.376	0.867	ASO_G0272888_AD_07	AC013394.2	0.385
chr2_241315716_241315906_+	p003@SEPT2	269.102	-0.226175154559995	0.157073128564676	0.58939473826655	22.151	25.239	ASO_G0272888_AD_07	AC013394.2	-0.919
chr6_143450655_143450840_+	p001@PEX3	90.339	0.244651730104968	0.15709676478664	0.589402833266363	10.015	8.144	ASO_G0272888_AD_07	AC013394.2	1.273
chr6_116511655_116511819_+	p002@FAM26E	43.957	0.359847894703	0.157125547118249	0.589430230823221	5.18	3.939	ASO_G0272888_AD_07	AC013394.2	0.805
chr10_87342524_87342598_-	p002@NUTM2A-AS1	36.477	0.300224078050279	0.157327523470251	0.589483358181942	4.204	3.28	ASO_G0272888_AD_07	AC013394.2	1.048
chr13_23466252_23466462_+	p002@LINC00327	14.587	-0.632183787862504	0.15720659648932	0.589483358181942	0.918	1.397	ASO_G0272888_AD_07	AC013394.2	-1.772
chr14_95157260_95157469_-	p004@DICER1	260.605	-0.499982370786871	0.157262156606714	0.589483358181942	17.964	24.852	ASO_G0272888_AD_07	AC013394.2	-1.515
chr17_1716386_1716685_+	p002@WDR81	8.158	0.614367793324465	0.157329827040301	0.589483358181942	1.147	0.708	ASO_G0272888_AD_07	AC013394.2	-0.792
chr19_1275982_1276170_+	p003@C19orf24	83.152	0.257369286891428	0.157296956550775	0.589483358181942	9.253	7.489	ASO_G0272888_AD_07	AC013394.2	0.323
chr19_48868633_48868754_-	p002@PLEKHA4	50.234	-0.515894356809716	0.157299966011506	0.589483358181942	3.455	4.764	ASO_G0272888_AD_07	AC013394.2	-1.659
chr1_150236068_150236134_-	p003@ANP32E	773.303	-0.263511431560533	0.157333046001405	0.589483358181942	62.139	72.568	ASO_G0272888_AD_07	AC013394.2	-1.016
chr7_28409218_28409517_+	p002@CREB5	17.034	-0.495776898029384	0.157285430388484	0.589483358181942	1.244	1.615	ASO_G0272888_AD_07	AC013394.2	-0.757
chrX_100644049_100644348_+	p002@SRPX2	191.182	0.194641136867713	0.15724590742213	0.589483358181942	20.562	17.334	ASO_G0272888_AD_07	AC013394.2	0.902
chr16_57486323_57486622_-	p005@DOK4	80.946	-0.429856714783971	0.157429539967751	0.589581142115152	5.755	7.715	ASO_G0272888_AD_07	AC013394.2	-1.446
chr19_45507337_45507636_+	p005@VASP	1978.733	0.1868427465716	0.157416073788772	0.589581142115152	210.133	179.798	ASO_G0272888_AD_07	AC013394.2	1.441
chr2_44168725_44169024_+	p005@PPM1B	68.063	-0.258516442212711	0.157435692994393	0.589581142115152	5.451	6.409	ASO_G0272888_AD_07	AC013394.2	-0.968
chr5_132777309_132777394_-	p009@SEPT8	54.985	-0.6785730869961	0.157466571573993	0.589581142115152	3.33	5.307	ASO_G0272888_AD_07	AC013394.2	-1.881
chr6_116511489_116511654_+	p001@FAM26E	47.139	0.373813418836216	0.157456204731814	0.589581142115152	5.553	4.227	ASO_G0272888_AD_07	AC013394.2	1.215
chr4_16898521_16898716_-	p003@LDB2	204.663	-0.2591803405496	0.15751427174574	0.589679281169829	16.63	19.238	ASO_G0272888_AD_07	AC013394.2	0.04
chr12_123670979_123671278_+	p001@TCTN2	159.15	0.203699631186261	0.157548222920792	0.589725928955047	17.091	14.452	ASO_G0272888_AD_07	AC013394.2	1.19
chr1_77371135_77371434_+	p008@AK5	59.234	0.291787895842383	0.157602256059966	0.589847723478114	6.727	5.32	ASO_G0272888_AD_07	AC013394.2	0.589
chr12_122752704_122752864_+	p001@DENR	2078.293	-0.333859893227791	0.157944093655316	0.59002649081751	159.763	195.991	ASO_G0272888_AD_07	AC013394.2	-0.666
chr13_98142412_98142604_+	p002@FARP1	41.988	0.295487208273992	0.158015549033121	0.59002649081751	4.806	3.772	ASO_G0272888_AD_07	AC013394.2	1.094
chr14_88562860_88563036_+	p001@ZC3H14	434.323	-0.145760441861217	0.157906498818917	0.59002649081751	37.495	40.499	ASO_G0272888_AD_07	AC013394.2	-0.759
chr15_101277324_101277623_-	p001@VIMP	1228.178	-0.199150869645765	0.157864752508812	0.59002649081751	102.553	114.881	ASO_G0272888_AD_07	AC013394.2	-1.26
chr16_77788436_77788735_+	p005@VAT1L	246.278	-0.292066987608189	0.15767472467283	0.59002649081751	19.464	23.178	ASO_G0272888_AD_07	AC013394.2	-0.998
chr17_63774037_63774336_+	p003@DDX42	281.869	-0.454068129925112	0.157830871511405	0.59002649081751	20.011	26.83	ASO_G0272888_AD_07	AC013394.2	-1.878
chr19_10984135_10984434_+	p007@SMARCA4	17.844	-1.04166632382138	0.157896016466514	0.59002649081751	0.86	1.769	ASO_G0272888_AD_07	AC013394.2	-1.697
chr1_153922711_153922916_-	p005@GATAD2B	27.877	0.411795915224879	0.15795403995987	0.59002649081751	3.436	2.479	ASO_G0272888_AD_07	AC013394.2	1.178
chr1_155911361_155911521_-	p001@RIT1	174.042	0.167413286190696	0.157873655699716	0.59002649081751	18.315	15.832	ASO_G0272888_AD_07	AC013394.2	0.648
chr1_156728490_156728659_+	p011@RRNAD1	41.512	-0.420416008051471	0.157895445912162	0.59002649081751	2.988	3.964	ASO_G0272888_AD_07	AC013394.2	-1.314
chr21_43718982_43719281_+	p001@PDXK	1890.918	-0.540515909344618	0.158010918104831	0.59002649081751	127.518	180.468	ASO_G0272888_AD_07	AC013394.2	-2.08
chr22_38314445_38314744_-	p008@CSNK1E	16.457	0.426794049661523	0.157979804762331	0.59002649081751	1.997	1.467	ASO_G0272888_AD_07	AC013394.2	0.312
chr22_47329112_47329411_+	p002@CITF22-49D8.1	9.334	0.60346057755458	0.157873747629167	0.59002649081751	1.322	0.811	ASO_G0272888_AD_07	AC013394.2	-0.584
chr2_215384801_215385100_-	p017@FN1	18.969	-0.847891589559545	0.15783304055019	0.59002649081751	1.02	1.843	ASO_G0272888_AD_07	AC013394.2	-0.636
chr3_48301307_48301606_+	p016@ZNF589	14.543	-0.567415807436965	0.158000800558185	0.59002649081751	0.928	1.401	ASO_G0272888_AD_07	AC013394.2	-1.037
chr8_12755355_12755654_-	p004@LONRF1	45.868	-0.646572121938737	0.157737261043718	0.59002649081751	2.836	4.426	ASO_G0272888_AD_07	AC013394.2	-1.582
chr9_132670317_132670616_+	p003@GTF3C4	114.231	-0.41488134983523	0.157975163788202	0.59002649081751	8.252	10.862	ASO_G0272888_AD_07	AC013394.2	-1.688
chr9_684234_684422_+	p027@KANK1	36.514	0.365691713044142	0.158061182684393	0.590116586944549	4.336	3.257	ASO_G0272888_AD_07	AC013394.2	1.175
chr10_63268724_63268901_-	p047@JMJD1C	7.945	0.701988230826012	0.158495617153144	0.590180544422048	1.162	0.687	ASO_G0272888_AD_07	AC013394.2	-0.707
chr14_95534900_95535199_+	p004@GLRX5	863.092	-0.570848042742109	0.158296105797516	0.590180544422048	57.047	82.478	ASO_G0272888_AD_07	AC013394.2	-2.291
chr16_29816002_29816271_+	p006@MVP;p002@PAGR1	108.49	-0.22846938079929	0.158523430062973	0.590180544422048	8.852	10.185	ASO_G0272888_AD_07	AC013394.2	-1.15
chr17_17476850_17477149_+	p001@MED9	265.521	0.17439222341426	0.158527675252221	0.590180544422048	28.134	24.127	ASO_G0272888_AD_07	AC013394.2	1.18
chr17_49678068_49678246_-	p001@SPOP	198.935	-0.217718851002888	0.158367342345834	0.590180544422048	16.473	18.651	ASO_G0272888_AD_07	AC013394.2	-0.758
chr17_49788531_49788830_+	p001@KAT7	641.121	0.14397717601561	0.158196225075063	0.590180544422048	66.455	58.397	ASO_G0272888_AD_07	AC013394.2	1.338
chr18_12658015_12658180_+	p001@PSMG2;p001@AP005482.1	28.325	-0.383233116859662	0.158167699087942	0.590180544422048	2.104	2.686	ASO_G0272888_AD_07	AC013394.2	-1.318
chr18_47150349_47150648_-	p003@HDHD2	209.199	0.154218568802069	0.158422790349928	0.590180544422048	21.907	19.058	ASO_G0272888_AD_07	AC013394.2	1.225
chr19_14433252_14433505_+	p005@PKN1	584.509	-0.625951155968771	0.15830396901357	0.590180544422048	37.282	56.028	ASO_G0272888_AD_07	AC013394.2	-2.375
chr19_16067388_16067687_+	p004@TPM4	17.726	-0.488212352488818	0.158492631485739	0.590180544422048	1.234	1.696	ASO_G0272888_AD_07	AC013394.2	-0.833
chr1_161706808_161707093_+	p001@FCRLA	14.199	0.476449895963919	0.158237635538776	0.590180544422048	1.842	1.25	ASO_G0272888_AD_07	AC013394.2	1.425
chr2_218279942_218280241_-	p013@TMBIM1	14.284	0.691915063308661	0.158538809811763	0.590180544422048	2.07	1.242	ASO_G0272888_AD_07	AC013394.2	1.377
chr3_152268949_152269037_+	p017@MBNL1	52.574	0.299252984336655	0.158316424366089	0.590180544422048	6.001	4.715	ASO_G0272888_AD_07	AC013394.2	1.196
chr3_33658957_33659256_-	p016@CLASP2	11.178	-0.618299114269976	0.158383871230888	0.590180544422048	0.709	1.074	ASO_G0272888_AD_07	AC013394.2	-1.575
chr3_49429160_49429459_-	p001@NICN1	199.685	-0.200031466560438	0.158267441462187	0.590180544422048	16.819	18.678	ASO_G0272888_AD_07	AC013394.2	-0.58
chr3_52705664_52705764_-	p004@GLT8D1	250.399	-0.472906293516184	0.158458717165678	0.590180544422048	17.546	23.855	ASO_G0272888_AD_07	AC013394.2	-1.973
chr4_54064618_54064787_-	p003@CHIC2	124.21	-0.241817820445435	0.158522002706407	0.590180544422048	10.106	11.651	ASO_G0272888_AD_07	AC013394.2	-0.969
chr5_176416549_176416568_-	p002@CLTB	84.985	-0.6113138762178	0.158150967905564	0.590180544422048	5.46	8.118	ASO_G0272888_AD_07	AC013394.2	-1.921
chr6_121334605_121334878_-	p001@TBC1D32	31.998	-0.400813001403847	0.158199101843446	0.590180544422048	2.396	3.04	ASO_G0272888_AD_07	AC013394.2	-0.996
chr6_149566291_149566390_+	p003@GINM1	282.092	-0.173767228656144	0.158233166373222	0.590180544422048	23.907	26.377	ASO_G0272888_AD_07	AC013394.2	-0.961
chr7_65873329_65873515_+	p003@VKORC1L1	52.16	-0.303719750667365	0.158551473105183	0.590180544422048	4.003	4.927	ASO_G0272888_AD_07	AC013394.2	-0.678
chrX_154446464_154446660_+	p007@FAM50A	13.904	-0.595334679218278	0.158283517950853	0.590180544422048	0.894	1.34	ASO_G0272888_AD_07	AC013394.2	-1.706
chr3_168095216_168095429_-	p005@GOLIM4	61.852	0.249562936732492	0.158619216069968	0.590352625549435	6.787	5.593	ASO_G0272888_AD_07	AC013394.2	1.216
chr10_120851242_120851541_+	p002@WDR11	626.508	0.154755261311084	0.158705018694205	0.590403833352014	65.346	57.15	ASO_G0272888_AD_07	AC013394.2	1.35
chr11_120336380_120336562_+	p003@ARHGEF12	499.413	-0.333389817534998	0.158786232883251	0.590403833352014	38.288	47.246	ASO_G0272888_AD_07	AC013394.2	-1.1
chr11_68038895_68039194_+	p003@TCIRG1	732.872	-0.321832796445998	0.158802409056554	0.590403833352014	56.674	69.309	ASO_G0272888_AD_07	AC013394.2	-1.886
chr16_11915935_11916101_-	p004@GSPT1	1235.381	0.142610626735481	0.158691153844907	0.590403833352014	127.733	112.595	ASO_G0272888_AD_07	AC013394.2	1.086
chr5_115816507_115816806_-	p001@CDO1	14.533	0.450284033298308	0.15868348717959	0.590403833352014	1.798	1.287	ASO_G0272888_AD_07	AC013394.2	0.775
chr8_102656385_102656657_+	p004@CATG00000100041.1	16.335	0.450492024560844	0.158765025714001	0.590403833352014	2.124	1.439	ASO_G0272888_AD_07	AC013394.2	1.051
chr9_111038026_111038157_-	p010@LPAR1	209.939	-0.254704941509638	0.158805097991007	0.590403833352014	16.817	19.725	ASO_G0272888_AD_07	AC013394.2	-0.661
chrX_154371288_154371507_-	p006@FLNA	2365.321	-0.197784385836636	0.1587388021991	0.590403833352014	198.089	221.269	ASO_G0272888_AD_07	AC013394.2	-0.402
chr14_103522680_103522979_-	p003@CKB	593.428	-0.199356349620634	0.158884814264622	0.590620182638241	49.682	55.479	ASO_G0272888_AD_07	AC013394.2	-1.033
chr1_66533233_66533488_+	p004@SGIP1	7.228	0.655227640474468	0.15895259902439	0.59071211671564	1.016	0.628	ASO_G0272888_AD_07	AC013394.2	-1.352
chr2_27428481_27428645_+	p003@NRBP1	934.757	0.219165127677221	0.158934666107328	0.59071211671564	101.274	84.572	ASO_G0272888_AD_07	AC013394.2	1.326
chr11_34051542_34051712_+	p001@CAPRIN1	411	-0.218251183579913	0.159007459194859	0.590751007477768	34.021	38.436	ASO_G0272888_AD_07	AC013394.2	-1.077
chr11_6608104_6608307_+	p005@ILK	13.658	-0.704830334902474	0.159021782568821	0.590751007477768	0.811	1.327	ASO_G0272888_AD_07	AC013394.2	-1.377
chr16_28879919_28880069_-	p001@RP11-22P6.3	48.78	0.278768227723536	0.159045700217953	0.590751007477768	5.511	4.395	ASO_G0272888_AD_07	AC013394.2	1.101
chr6_138404367_138404629_+	p004@HEBP2	205.291	-0.410702547754211	0.159066741700901	0.590751007477768	14.945	19.471	ASO_G0272888_AD_07	AC013394.2	-1.842
chr9_62801159_62801458_-	p003@RNA5SP283	25.842	0.342162960914347	0.15907070421097	0.590751007477768	2.983	2.324	ASO_G0272888_AD_07	AC013394.2	0.872
chr10_96090065_96090364_-	p001@ENTPD1-AS1	17.593	0.405717697189124	0.159112702203028	0.5908270177474	2.163	1.56	ASO_G0272888_AD_07	AC013394.2	1.438
chr7_131511042_131511341_-	p007@PODXL	8.025	0.590648990072183	0.159279537344862	0.591366497670186	1.064	0.704	ASO_G0272888_AD_07	AC013394.2	0.646
chr12_57547027_57547202_-	p002@DCTN2	1833.135	0.169227999142044	0.159345317939794	0.591530691231857	192.662	166.605	ASO_G0272888_AD_07	AC013394.2	1.354
chr11_133864986_133865285_-	p001@RP11-259P6.3	16.911	-0.862275691554288	0.15957477274954	0.591924135510845	0.933	1.66	ASO_G0272888_AD_07	AC013394.2	-1.425
chr16_3691050_3691264_-	p008@TRAP1	20.496	0.415369973845969	0.159609971313833	0.591924135510845	2.532	1.821	ASO_G0272888_AD_07	AC013394.2	0.643
chr19_53867733_53868032_+	p003@MYADM	2407.022	0.165449335124731	0.159585949854801	0.591924135510845	252.421	218.909	ASO_G0272888_AD_07	AC013394.2	1.173
chr20_58889006_58889165_+	p024@GNAS	155.011	-0.362063336673689	0.15952710475693	0.591924135510845	11.599	14.656	ASO_G0272888_AD_07	AC013394.2	-1.34
chr3_44624795_44625094_-	p002@ZNF197-AS1	10.51	0.563037309986354	0.159617009403453	0.591924135510845	1.439	0.919	ASO_G0272888_AD_07	AC013394.2	0.98
chr4_103099679_103099845_-	p003@BDH2	225.132	0.248320767465084	0.159585669894429	0.591924135510845	24.912	20.359	ASO_G0272888_AD_07	AC013394.2	0.654
chr5_94111485_94111784_-	p002@FAM172A	352.174	-0.203623780245619	0.159493229231078	0.591924135510845	29.479	32.975	ASO_G0272888_AD_07	AC013394.2	-0.023
chr6_42142465_42142764_-	p004@C6orf132	15.503	-0.510291715269711	0.159623869493832	0.591924135510845	1.035	1.481	ASO_G0272888_AD_07	AC013394.2	-1.315
